#,name,profile_url,location,answers,badge,picture_url,description,company,address,areas_of_experience
239,Jenny Shen,https://www.eb5investors.com/directories/immigration-attorneys/jenny-shen/,"Englewood Cliffs, New Jersey",3,,https://www.eb5investors.com/resources/images/profiles/0c95e4a579307c6cf93f139e12d62022.jpg,"Jenny Shen is an EB-5 immigration attorney and the founder of the Law Offices of Jenny Shen, an immigration law firm based in Englewood Cliffs, N.J. She focuses her practice on the areas of U.S. immigration law and naturalization law and concentrates mainly on the area of EB-5 investor immigration. As an EB-5 lawyer, she provides assistance to foreign investors with their consular requirements, application to the EB-5 Immigrant Investor Program, adjustment of status to permanent residency, and removal of conditions to their permanent residency. During her six years of experience she has had a 100 percent success rate in all of the cases she has handled. Her high success rate, dedication, commitment, expertise, and experience make her one of the most sought-after immigration lawyers in the region. Attorney Shen also has clients from China and other Asian nations.  Aside from being an investor immigration lawyer, Attorney Shen has assisted several foreigners with their citizenship, permanent residency, and nonimmigrant visas. Several families were able to reunite in the United States because of her help. She has assisted professional workers, skilled workers, and other individuals with special talents and skills live and work legally in the United States. She can also provide legal services to clients with labor and employment, and commercial and residential real estate concerns, as well as concerns with other general law practice areas.  Attorney Shen completed her Juris Doctor degree at the Pace University of School of Law. She also has a master’s degree from Columbia University. She completed her undergraduate studies in China. After completing her Juris Doctor degree she was admitted to practice in federal courts, New York, and New Jersey.  Before Attorney Shen founded her law firm she worked as an associate of a New Jersey law firm. While at that firm, she handled commercial transactions, probate administration, bankruptcy cases, municipal court practice, real estate transactions, and civil litigations. Attorney Shen also served as an associate in another New York immigration law firm, where she still maintains a working relationship with its associates. Moreover, she is also currently one of the counsels of the Herber Law Group, LCC, a general law firm based in northern New Jersey.  Prior to becoming a lawyer, Attorney Shen taught in one of the most reputable universities in China. She also worked for a New York television network, and operated a technology and business management company.  Attorney Shen is a member of and affiliated with several professional organizations, including the American Immigration Lawyers Association (AILA), the New York State Bar Association (NYSBA), the New Jersey State Bar Association (NJSBA), the New Jersey Bergen County Bar Association, U.S. Citizenship and Immigration Services (USCIS), and the American Bar Association (ACA).  Attorney Shen is multilingual. Aside from English, she can converse well in Chinese Mandarin, Shanghainese and Cantonese. ",Law Offices of Jenny Shen,"580 Sylvan Ave., Suite 2E P.O. Box 1562Englewood Cliffs, New Jersey 7632","Investor Representation, Immigrant Visa/Adjustment of Status, Other Immigration Matters"
240,Lauren Cohen,https://www.eb5investors.com/directories/immigration-attorneys/lauren-cohen/,"Boca Raton, Florida",3,,https://www.eb5investors.com/resources/images/profiles/ba01e0390d0c58ab871d3fd682bbf613.jpg,"Lauren Cohen is an EB-5 immigration attorney and the president and founder of e-Council, Inc., located in Boca Raton, Fla. Ms. Cohen is licensed to practice law in both Canada and the United States. As an immigrant from Canada, Ms. Cohen has unique, first-hand experience and knowledge of the visa and immigration process. She has experience representing clients in obtaining many different kinds of business visas, including L-1A, H-1B, E-1, E-2 and EB-5. She also has an emphasis in EB-5 projects for both investment through a regional center and direct EB-5 investment.  The goal and mission of e-Council, Inc. is to provide the right business plans for entrepreneurs who want to obtain U.S. visas, and for business owners who wish to establish operations in the United States. e-Council, Inc. can also assist clients who want to open a branch or affiliate of a foreign business in the United States, raise funds, purchase an existing business or expand an existing business. At e-Council, Inc. credible attorneys create professional business plans that are an integral component of structuring a business and obtaining business visas. e-Council, Inc. also has a proven track record of success in assisting clients.   e-Council, Inc. has a proven history of success, expertise in all different types of business plans, familiarity with USCIS requirements, and experience with different types of business immigration visas (including H1-B, O, EB-5, P, E-1 and E-2) and international businesses. They also offer additional services, including corporate formation, competitive analysis, agreements and business documentation, as well as consulting services, such as feasibility analysis and marketing plans, the establishment of clear exit strategy, review of corporate agreements and other documentation, business model guidance, mind mapping and corporate filings.  Ms. Cohen is knowledgeable and experienced with visa business plans, general business plans, immigration business plans, business agreements, strategic business consulting, corporate structure, management consulting, small business, contract negotiation, team building, new business development, compliance, business strategy, immigration law and more. She began the website e-CouncilInc.com to assist clients through the design and the creation of professional business plans. e-Council, Inc. produces business plans that are complementary to visa applications. e-Council, Inc. also works alongside owners of businesses to assist in the development of business strategies and business models. The team at e-Council, Inc. can easily and quickly explain the process to those interested in having a business plan created. ",e-Council Inc.com,"5977 SW 18th Street, Suite 200Boca Raton, Florida 33433","Investor Representation, Regional Center Representation, Immigrant Visa/Adjustment of Status, Other Immigration Matters"
241,Mi M Puyang,https://www.eb5investors.com/directories/immigration-attorneys/mi-m-puyang/,"Baltimore, Maryland",3,,https://www.eb5investors.com/resources/images/profiles/cb13de2e50ac695aad8fbfe59e1ba869.jpg,"Attorney Mi M. Puyang is an Attorney at Law, who specializes in immigration law and EB-5 matters and is the founder of Puyang & Associates, LLC.  Attorney Puyang has served the immigration needs of both local and international clients throughout the course of her 13 year legal career. Based in Baltimore, MD, Attorney Puyang practices Immigration Law, Business Law, and International Law.   Admitted to practice law in Maryland since 2000, Attorney Puyangassists clients with both immigration and business goals.  She has been a member of the Maryland State Bar for 13 years, as well as a member of the American Immigration Lawyers Association.  Puyang & Associates strives to effectively represent clients in even the most complex immigration cases.  Attorney Puyang has assisted her clients in EB-5 immigration as well as naturalization, employment based immigration, and family based immigration.  Attorney Puyang received her Juris Doctorate from the University of Maryland School of Law as well as her Master’s Degree and Doctorate in Philosophy both from the University of Maryland in Baltimore County.  As a member serving on the Board of Maryland-China Business Council, Attorney Puyang has a proven track record of meeting the needs of clients from the United States, China, and various other countries.  Fluent in English and Chinese, Puyang & Associates, LLC is better able to meet the multicultural needs of her clients.  Attorney Puyang emphasizes serving her clients in a prompt, concise, and effective manner. She understands the language barrier that may face immigrant entrepreneurs seeking to obtain EB-5 Visas.  Along with EB-5 immigration, Attorney Puyang’s practice also specializes in L Visas, naturalization, and various other immigration needs.  Attorney Puyang’s goal to exceed her client’s oftentimes complex immigration objectives rests at the forefront of her practice. ","Puyang & Associates, LLC","5602 Baltimore National Pike, Suite 208Baltimore, Maryland 21228",Investor Representation
242,"Olga V Aksenenko, Esq",https://www.eb5investors.com/directories/immigration-attorneys/olga-v-aksenenko-esq/,"New York, New York",3,,https://www.eb5investors.com/resources/images/profiles/a896144046a1b5bd6e3e034d00b4f73a.jpg," Olga Aksenenko is an immigration attorney and founder of Law Office of Olga Aksenenko. Aksenenko, who has practiced law for more than 12 years, focuses on business and investment immigration, contract and corporate issues.   Aksenenko provides immigration legal services in all states and works from New York and Los Angeles offices. She regularly travels to Russia to meet with investors and participate in EB-5 forums.   She focuses on keeping her practice updated on tax, currency, controls, sanctions regulatory developments to effectively assist foreign investors facing various issues in connection with investing in EB-5 projects.   Aksenenko has experience working with cross-border commercial transactions among the U.S., Europe, and Russia, high-value international commercial contracts, investment and corporate structures, investment immigration matters, and real estate matters associated with direct EB-5 investments for major U.S. corporations and law firms. Also, she’s experienced working with currency regulation and Office of Foreign Assets Control (OFAC) sanctions.   Her areas of expertise include: investor representation; business and investment visas: EB-5, L-1, E-2, EB-1, EB-2 NIW, O-1, P-1; Family visa: I-130, K-1; adjustment of status; consular processing; overcoming visa refusals and waivers, corporate law (NY); and international law and contracts (NY).   Before starting immigration practice, Aksenenko was taking managing legal positions with Exxon Mobil where she handled complex issues of finance, international law, cross-border transactions, mergers and acquisitions, business immigration, and real estate. Previously, she worked for Globe Specialty Metals Inc. in New York, focusing on corporate law, contracts, business immigration, real estate law, and Securities and Exchange Commission (SEC) filings.   Aksenenko holds two master’s degrees in law, one from Temple University – James E. Beasley School of Law in Philadelphia, PA, and the other from the State University of I.Kant, Russia. She also has a degree in economics (finance and credit). Aksenenko is admitted to practice law in Russia and New York. She speaks English and Russian, and her office staff also speaks Polish and Ukrainian. ",Law Office of Olga Aksenenko,"188 Grand St, Unit 104New York, New York 10013","Investor Representation, Immigrant Visa/Adjustment of Status, I-485 Applications, DS-230 Applications, I-829 Petitions, DS-260 Applications"
243,Pari Sheth,https://www.eb5investors.com/directories/immigration-attorneys/pari-sheth/,"St. Louis, Missouri",3,,https://www.eb5investors.com/resources/images/profiles/3f63255531ca8062c18bdf1a16da0e5a.jpg,"Pari Sheth is an EB-5 immigration attorney who practices at the Law Offices of Pari Sheth, located in St. Louis. His legal expertise includes helping clients seeking U.S. immigration visas, and assisting U.S.-based companies involved in international transactions. He also assists clients with immigration issues in India, Latin America, Canada and other countries around the world. He has counseled various types of clients, including entrepreneurs, investors, corporations, and contractors, with work permits, naturalization and work visas for themselves and their employees. He has experience with immigration litigation, obtaining permanent immigration status (green cards) for businesses and employees, and temporary visas for businesses and employees.  Attorney Sheth began his professional career working as a chemical technologist, having obtained an undergraduate degree in chemical engineering from the University of Bombay. He then spent over a decade as a business executive and professional in the energy, information technology and chemical industries after earning his MBA in 1987 from the University of Illinois, Chicago. Before beginning his legal practice, attorney Sheth worked at an international information technology company as vice president of business development.  Attorney Sheth earned his law degree, with an emphasis in international law, from Saint Louis University. He aggressively seeks to protect the rights and privileges of all of his clients and is a passionate advocate and business coach. Attorney Sheth is active in the American Bar Association, the Bar Association of Metropolitan St. Louis, the American Immigration Lawyers Association and the Missouri Bar. He has served as co-chair and chair in various committees of these organizations. Attorney Sheth also serves as a pro bono legal advisor for various international and domestic non-profit organizations.",Law Offices of Pari Sheth LLC,"7750 Clayton Rd. Ste 102St. Louis, Missouri 63117",Investor Representation
244,Romy Jurado,https://www.eb5investors.com/directories/immigration-attorneys/romy-jurado/,"North Miami, Florida",3,,https://www.eb5investors.com/resources/images/profiles/268ca1db9cc06007078f2539db62114e.jpg,"Romy B. Jurado is an EB-5 immigration attorney and one of the founders of Jurado & Farshchian, P.L., located in Miami. Jurado & Farshchian, P.L. is a real estate, business and immigration law firm. Attorney Jurado’s practice primarily focuses on general corporate and transactional matters with an emphasis on business immigration, stock and asset sales, corporate formation and contract drafting. Jurado & Farshchian, P.L. is dedicated to building real relationships with each one of their clients. The firm prides itself on always being available around the clock for clients and emphasizes client satisfaction. Jurado & Farshchian, P.L. works closely with clients in order to ensure that they will have innovative and effective solutions to their legal matters. The firm is experienced in business law, title closings, real estate law, landlord/tenant representation, startups and entrepreneurs, and business immigration. The firm is also able to handle a variety of business immigration visas, including the B-1, F-1/OPT, H-1B, O-1A, E-2, L-1, EB-1 and EB-2. Associates of the firm are also proud members of the North Miami Chamber of Commerce, the Miami Association of Realtors, the Women’s Chamber of Commerce of Miami-Dade County and SCORE, a nonprofit association dedicated to helping small businesses. In addition to business law, attorney Jurado has experience aiding clients throughout the entirety of the EB-5 process. She has assisted clients with investor representation, regional center representation, I-526 petitions, I-485 applications, DS-230 applications and I-829 petitions among other immigration matters. Attorney Jurado earned her Juris Doctor degree from the Florida International University College of Law. Prior to this, she received her bachelor’s degree in public administration from Florida International University. During her time in law school, she served as federal judicial intern to the Honorable William M. Hoeveler in the U.S. District Court of Miami. She also represented clients in deportation proceedings and chapter 7 filings as a student-attorney with the Immigration and Human Rights Clinic and Bankruptcy Clinic. Attorney Jurado has also won a variety of academic awards, including being a Stearns Weaver Miller Fellowship recipient and earning a scholarship from the Florida Association for Women Lawyers. Prior to her work with the firm, she held positions as a real estate attorney, corporate attorney and law clerk. Attorney Jurado believes in giving back to the community and is a member of the Florida Bar, a licensed Florida realtor, and serves as an adjunct professor in the Law Center’s Paralegal Studies Program at Miami Dade College. She also works as a certified counselor for America’s Small Business Miami-Dade. Attorney Jurado is fluent in both English and Spanish.","Jurado & Farshchian, P.L.","12955 Biscayne Blvd. Suite 328North Miami, Florida 33181","Investor Representation, Regional Center Representation, Immigrant Visa/Adjustment of Status, I-526 Petitions, I-485 Applications, I-829 Petitions, Other Immigration Matters"
245,Russell Abrutyn,https://www.eb5investors.com/directories/immigration-attorneys/russell-abrutyn/,"Berkley, Michigan",3,,https://www.eb5investors.com/resources/images/profiles/c4b108f53550f1d5967305a9a8140ddd.jpg,"Russell Abrutyn is an EB-5 immigration attorney who practices with the law firm of Marshal E. Hyman & Associates, located in Troy, Mich. Attorney Abrutyn’s practice focuses entirely on immigration and nationality law. Marshal E. Hyman & Associates provides businesses and individuals with a full scope of immigration services. The attorneys at the firm have over 35 years of combined immigration law experience and are fully committed to representing clients efficiently and promptly. The firm has received the highest ranking of “AV” from Martindale-Hubbell, a true testament to their dedication to professionalism. The mission at Mashal E. Hyman & Associates is not only to provide its clients with high quality legal representation, but to empower and educate their clients as well.  Attorney Abrutyn earned his undergraduate degree and his Juris Doctorate, cum laude, from the University of Michigan in 1996 and 1999, respectively. Attorney Abrutyn is very active within the immigration community. He is a member of the American Immigration Lawyers Association, the Washington State Bar Association, and the State Bar of Michigan. He has served on the AILA Removal and Detention Committee, the AILA 2012 Annual Conference Committee, the AILA Amicus Committee, and the Michigan Unauthorized Practice of the Law Committee. He earned the American Immigration Lawyer Association’s Jack Wasserman Memorial Award in 2010 for his excellence in litigation and also earned the Sam Williamson Mentor Award in 2011. 
He has been admitted to practice law in the state of Washington since 1999 and in the state of Michigan since 2002. He is also admitted to practice before the United States District Court for the Western and Eastern Districts of Washington, the United States District Courts for the Western and Eastern Districts of Michigan, and the United States Court of Appeal for the Ninth, Sixth, and Second Circuits.
Attorney Arbutyn is fluent in English and Albanian.
 Attorney Abrutyn is very active within the immigration community. He is a member of the American Immigration Lawyers Association, the Washington State Bar Association, and the State Bar of Michigan. He has served on the AILA Removal and Detention Committee, the AILA 2012 Annual Conference Committee, the AILA Amicus Committee, and the Michigan Unauthorized Practice of the Law Committee. He earned the American Immigration Lawyer Association’s Jack Wasserman Memorial Award in 2010 for his excellence in litigation and also earned the Sam Williamson Mentor Award in 2011.  He has been admitted to practice law in the state of Washington since 1999 and in the state of Michigan since 2002. He is also admitted to practice before the United States District Court for the Western and Eastern Districts of Washington, the United States District Courts for the Western and Eastern Districts of Michigan, and the United States Court of Appeal for the Ninth, Sixth, and Second Circuits. Attorney Arbutyn is fluent in English and Albanian.",Abrutyn Law PLLC,"3765 12 Mile RdBerkley, Michigan 48072","Investor Representation, Regional Center Representation, Immigrant Visa/Adjustment of Status, EB-5 Litigation, EB-5 Securities Issues, I-526 Petitions, I-485 Applications, I-829 Petitions, I-924 Applications, Other Immigration Matters"
246,Scott Clark,https://www.eb5investors.com/directories/immigration-attorneys/scott-clark/,"Philadelphia, Pennsylvania",3,,https://www.eb5investors.com/resources/images/profiles/e7d81336a1915eff69e6eb7f32cf1e77.jpg,"Scott Clark is an EB-5 immigration attorney and partner at Best & Associates, LLP, located in Philadelphia. Attorney Clark concentrates his work on the practice of immigration law. He specifically concentrates on non-immigrant visas and employment-based immigration, as well as removal defense and waivers of inadmissibility before immigration courts in the Northeast. In addition, attorney Clark provides representation to clients in family courts for child custody, divorce and support issues and to clients seeking criminal defense in district courts for families and immigration clients. Attorney Clark is licensed to practice law in the states of New York and Massachusetts. Best & Associates, LLP, Immigration Law Group is a group of immigration lawyers in the Berkshires, Philadelphia and the Hudson Valley (New York). It is an all-lawyer, full service group and small law firm that is devoted to the highest quality of advocacy and personalized service to solve legal matters in an efficient and effective manner at an affordable price. Best & Associates assist clients in achieving their immigration goals. The group of lawyers at Best & Associates understand that immigrating to a new country is an important life transition and they are available to assist in managing this transition, whether it includes dealing with unexpected hurdles or managing professional growth. Best & Associates works with investors, institutions seeking the best employees, and corporate clients. The law firm also assists families in order to keep them together in the United States or assists them in reconnecting. The law firm works with both U.S. citizens with family outside the United States and with permanent U.S. residents. Attorney Clark graduated from the School of Law at Roger Williams University in 2011. He participated in the American Association for Justice Student Trial Advocacy Competition and the Texas Young Lawyers National Trial Competition. He also revitalized and revamped the LGBT Alliance organization while serving as its president. As a student, attorney Clark worked as an adjudicator at the New York Commission for Human Rights. As an adjudicator, he drafted decisions that eventually became final orders under the purview of the Commission and its direct supervision. He also analyzed the legal merit of motions filed by respondents charged with violating New York’s anti-discrimination laws. After graduation, attorney Clark served as a summer associate. The experience he gained at a general practice civil litigation law firm was firsthand; he dealt with complex legal issues involving domestic matters, real estate transactions and personal injury claims. Attorney Clark brings general technical competence to Best & Associates using his pre-law background in microbiology. He is extremely useful in dealing with the firm’s clients in the biotech industry. His post baccalaureate career in Cambridge, Mass. involved working as a scientist for a start-up company dealing with biomaterials. He specialized in researching new materials in consumer care products for efficacy through early discovery and screening. Attorney Clark’s experience in general research and life sciences is invaluable when securing employment-based visas and business for innovative entrepreneurs, clinicians or researchers who wish to live and work permanently in the United States.",Best Immigration Law Group LLP,"1221 Locust Street, Suite B2Philadelphia, Pennsylvania 19107","Investor Representation, Immigrant Visa/Adjustment of Status, Other Immigration Matters"
247,Shahzad Ahmed,https://www.eb5investors.com/directories/immigration-attorneys/shahzad-ahmed/,"Orlando, Florida",3,,https://www.eb5investors.com/resources/images/profiles/b26be92d375bc16823077bd874693e9c.jpg,"Shahzad Ahmed works as an immigration attorney based in Orlando, Florida. He has been dedicated to immigration law for more than seventeen years, and he is among the eight percent of lawyers to be certified as experts in immigration and nationality law. Throughout the years, Ahmed has assisted thousands of businesses and individuals that seek to relocate to the U.S. During his career, he has acquired numerous visas such as investor and business visas (EB-5, L-1, E-2). He has acquired employment-based visas, as well (H-1B, O-1, EB-1, EB-2, EB-4, etc.). Attorney Ahmed lectures around the world to share information about investor visas and business visas. Some of his lectures have taken place in Orlando, Las Vegas, Savannah, Dubai, and Karachi. Additionally, he has assisted clients in numerous countries, including the UK, Brazil, Egypt, Saudi Arabia, Pakistan, and India. Ahmed was also granted the Top 100 Lawyers National Advocates award. Ahmed received his Juris Doctor degree in law at Touro Law Center, New York. Previously, in Shimla, India, he completed an extensive law studies program. In 2008, after practicing law for 10 years, he joined and became a partner at NeJame Law. NeJame Law was voted the “Best Law Firm in Central Florida” by readers of the Orlando Business Journal in 2012 through 2015. Currently, Ahmed is a senior partner at Brink Ahmed Immigration, an expert immigration consultation company located in Orlando. Ahmed speaks English, Hindi, and Urdu. His staff also speaks Arabic, Spanish, and Portuguese.",Brink Immigration,"5401 S Kirkman Rd, Suite 105Orlando, Florida 32819","Investor Representation, Immigrant Visa/Adjustment of Status, I-485 Applications, DS-230 Applications, I-829 Petitions, DS-260 Applications"
248,Sharon Shi,https://www.eb5investors.com/directories/immigration-attorneys/sharon-shi/,"Chicago, Illinois",3,,https://www.eb5investors.com/resources/images/profiles/01a2f2129e2c141325090c48fa415000.jpg,"Sharon Shi is the founder of the Law Offices of Sharon Shi, which exclusively practices in the field of U.S. immigration and naturalization law. The firm specializes in investment-based immigration, and has comprehensive expertise in EB-5 visa matters. The firm represents corporate and individual clients from all across the United States and worldwide. Collectively, the Law Offices of Sharon Shi has represented more than one hundred EB-5 investors and family members in their pursuit of permanent residence, and has not received one EB-5 denial to date. This track record is due in part to the firm’s commitment to reviewing EB-5 project information for transparency and legitimacy before each I-526 filing, designing source and path of fund strategies closely with clients, and having several attorneys review each case.  At the forefront of the Law Offices of Sharon Shi, is Attorney Shi, who has dedicated herself to practicing U.S. business immigration and nationality law. She is experienced in employment-based and investment-based immigration matters which include alien of extraordinary ability, outstanding professor/researcher, national interest waivers, PERM, and visas for multinational managers and executives, among others. She additionally has assisted with a number of non-immigrant visa petitions, such as L, H, E, K, F, B, and TN, along with family-based immigration petitions. Attorney Shi has also successfully handled many EB-5 investor visa petitions, and has helped EB-5 regional centers and Chinese investors with issues such as preparation of source of funds for USCIS-filing purposes.  Attorney Shi graduated from the Chicago-Kent College of Law with a Master in Law degree, and from East China University of Politics and Law in Shanghai, China with a master’s degree in Criminal Law. She is a member of the American Immigration Lawyers Association and the New York Bar Association. Since 2012, she has also served on the board for the Legal Immigration Association, a non-profit organization dedicated to the general well-being of immigrants. Numerous U.S. newspapers and media outlets have recognized her services and achievements in promoting administrative and legislative changes within the U.S. immigration system. Attorney Shi is fluent in English and Chinese. ",Law Offices of Sharon Shi,"500 N Michigan Ave #300Chicago, Illinois 60601","Investor Representation, Immigrant Visa/Adjustment of Status, I-485 Applications, I-829 Petitions, Other Immigration Matters"
249,Steve Garmo,https://www.eb5investors.com/directories/immigration-attorneys/steve-garmo/,"Farmington Hill, Michigan",3,,https://www.eb5investors.com/resources/images/profiles/1a47e38c424a51aba827f45d77a438b1.jpg,"Steven N. Garmo is a partner and EB-5 immigration attorney at Garmo & Associates, P.C., a renowned immigration firm with offices in San Diego and the Detroit area in Michigan. The firm is dedicated to providing immigration services to U.S. and Canadian nationals and corporations. It also houses staff members that are fluent in Spanish, Arabic, Italian and Chaldean. Attorney Garmo specializes in U.S. immigration law. His exceptional work has gained him recognition in his field; he was even selected as Michigan’s Super Lawyer in 2010. Attorney Garmo received his associate degree in computer science from Detroit College of Business. Soon after, he obtained a Bachelor of Arts degree in history at the University of Michigan. He earned his Juris Doctorate from the University of Detroit School of Law. Attorney Garmo is a member of a number of professional bar associations, notably the American Immigration Lawyers Association. He has been a member of the association for over two decades. He also regularly speaks on immigration matters. Attorney Garmo has participated in numerous immigration seminars in regions around the world, including Asia, South America, Europe and Africa. He has issued a number of articles pertaining to immigration law in both Arabic and English. Attorney Garmo has authored a guide to visa processing for the American embassies in Iraq, Syria, Baghdad, and Amman, distributed by the American Immigration Lawyers Association. Attorney Garmo manages all kinds of immigration issues, such as visa processing for professional workers, family visas, business visas, investment visas, student visas and naturalization issues. He has represented a wide range of clients from individuals, small to mid-sized family businesses, and large corporations. Attorney Garmo has dedicated his career and service to providing specialized and creative solutions as a means to obtain advantageous outcomes for his clients.","Garmo & Associates, P.C.","28230 Orchard Lake Road, #201Farmington Hill, Michigan 48334",Investor Representation
250,Uche Nwaneri,https://www.eb5investors.com/directories/immigration-attorneys/uche-nwaneri/,"Houston, Texas",3,,https://www.eb5investors.com/resources/images/profiles/f2d7e2fc28ededdf63c1684a3b6d0c5f.jpg,"Uche Nwaneri is an immigration attorney and partner at Premium Legal & Mediation Services, LLC, a Houston-based law firm. In her private legal practice, she is primarily engaged in comprehensive immigration law, including EB-5 visas. She has extensive expertise in preparing and filing I-526 petitions, along with I-485 applications, DS-230 applications, and other immigration matters such as family-based and other employment-based visas.  An immigrant from Nigeria, Nwaneri practiced there as a general legal practitioner for over five years before coming to the United States. She is a barrister and solicitor of Nigeria’s Supreme Court.  She also works as a partner at Nwaneri Law Firm, PLLC, based in St. Paul, Minnesota, where she manages the operation of the law firm and provides counselling and compliance services to clients. She has worked in the corporate sector with United Healthcare. At United, she was responsible for managing and administering Medicaid and Medicare privacy programs, including investigation, risk assessment, compliance, interpretation and application of data privacy laws and regulations. She also provided risk mitigation strategies in a wide range of business areas.  Nwaneri has been admitted to the Minnesota State Bar Association. She is involved with various charitable organizations, and she participates in several pro bono projects and workshops. She is a member of AILA. Nwaneri graduated from William Mitchell College of Law (now named Mitchell Hamline School of Law) in Minnesota with a Juris Doctor in 2003. She also holds a law degree from the University of Nigeria, along with a master’s degree in management from St. Mary’s University of Minnesota.  Nwaneri speaks English and Ibo.","Premium Legal & Mediation Services, LLC","9898 Bissonet Street, Suite 548Houston, Texas 77036","Immigrant Visa/Adjustment of Status, Other Immigration Matters"
251,Alice Antonovsky,https://www.eb5investors.com/directories/immigration-attorneys/alice-antonovsky/,"Brooklyn, New York",2,,https://www.eb5investors.com/resources/images/profiles/1ea83680196dbebca4f47216650521ed.jpg," Alice Antonovsky is an immigration attorney at the Law Offices of Alice Antonovsky, PLLC. Antonovsky’s firm offers a wide range of legal services for individuals, families, entrepreneurs, and private businesses. The firm provides personal assistance to each client, using a focused approach that allows the firm to provide counsel that is both supportive and efficient.   Antonovsky is also part of the American Immigration Lawyers Association. She strives to help her clients achieve legal status in the U.S., gain the correct visa and keep families together by using the best application method.   Her firm provides various legal aid services including in cases of asylum, deportation defense, family reunification, green card applications, tourist visa applications, work permits and work visa applications.   On a broader level, Antonovsky specializes in immigration, deportation defense, business immigration, status adjustment, and business law. Additionally, she is fluent in both English and Russian. The firm’s staff is also fluent in Spanish. Antonovsky has numerous years of experience in the field and has been helping clients with their immigration needs from different parts of the world. She is licensed in New York and New Jersey.  ","Law Offices of Alice Antonovsky, PLLC","1400 Avenue Z #301Brooklyn, New York 11235","Investor Representation, I-526 Petitions, Other Immigration Matters"
252,Andrew J Fishkin,https://www.eb5investors.com/directories/immigration-attorneys/andrew-j-fishkin/,"Bakersfield, California",2,,https://www.eb5investors.com/resources/images/profiles/e530eb364302c7bc23d19d0575a7d9cd.jpg,"Attorney Andrew J. Fishkin is an EB-5 immigration attorney and the founder of his own law firm, the Law Office of Andrew J. Fishkin, a U.S. immigration law firm based in Bakersfield, Calif. As an immigration attorney, he handles different cases and provides various legal services and assistance with U.S. immigration law. Attorney Fishkin concentrates in the area of immigration defense, particularly on providing legal services to clients facing deportation and/or removal. The Law Office of Andrew J. Fishkin aims to help and provide assistance to immigrants facing deportation and removal. The firm’s services include immigrant criminal defense and deportation defense. Furthermore, the firm also offers assistance with other immigration issues and consular services, such as applications and petitions for citizenship, family visa applications and many more. There are already several individuals and families who have been reunited and who now live and work in the United States legally, thanks to attorney Fishkin. The Law Office of Andrew J. Fishkin has a high success rate and is popular because of the personalized and unique solutions and assistance that attorney Fishkin provides to his clients. It has become a trusted immigration law firm, especially among individuals who need representation before immigration court. Before attorney Fishkin became an immigration attorney, he was an agent of Immigration and Customs Enforcement (ICE), and Immigration and Naturalization (INS) for about 10 years. As an agent, one of his responsibilities included detaining illegal immigrants and human smugglers. However, he realized during one of their operations that he should be helping these undocumented and illegal immigrants instead. This change of heart and realization led attorney Fishkin to study law. He studied law at Loyola Law School in Los Angeles. Aside from his Juris Doctor degree, he also holds a bachelor’s degree in Asian studies and a Master of Arts in Asian studies, both of which he obtained from California State University at Long Beach. He is admitted to practice law in California, the Central District of California and U.S. District Court. Attorney Fishkin is affiliated with professional organizations and associations. He is a member of the State Bar of California and the American Immigration Lawyers Association(AILA). He has been a member of the United States Army Reserve since 1984. Attorney Fishkin has experience teaching English as a second language. He is multilingual; aside from English, he can converse fluently in Korean, French, Japanese and Spanish.","Law Offices of Andrew J. Fishkin, PC","235 H StreetBakersfield, California 93304",Investor Representation
